,Address,Price per month €,Capacity,Link
900,"Bradogue Court, Annamoe Road, Cabra, Dublin 7",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bradogue-Court-Annamoe-Road-Cabra-Dublin-7/5306205/
939,"Saunders House, IFSC, Dublin 1",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Saunders-House-IFSC-Dublin-1/5296555/
3991,"Saunders House, Dublin 1",1650.0,"1 bed, , Apartment",https://www.myhome.ie/rentals/brochure/saunders-house-dublin-1/4507940
1345,"Clonuske Drive, Hamlet Lane, Balbriggan, Co. Dublin",1650.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Clonuske-Drive-Hamlet-Lane-Balbriggan-Co-Dublin/5102713/
4032,"Apt 67, Marlborough Court, Marlborough Street, Dublin 1, D01 XY74",1650.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/apt-67-marlborough-court-marlborough-street-dublin-1-d01-xy74/4505639
1226,"Ellensborough Lodge, Kiltipper Road, Tallaght, Dublin 24",1650.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Ellensborough-Lodge-Kiltipper-Road-Tallaght-Dublin-24/5177209/
4070,"The Waterside, Charlotte Quay, Grand Canal Dk, Dublin 4",1650.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/the-waterside-charlotte-quay-grand-canal-dk-dublin-4/4502915
1200,"1 Hampton Court, Bloomfield Avenue, Donnybrook, Dublin 4",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Hampton-Court-Bloomfield-Avenue-Donnybrook-Dublin-4/5188993/
742,"Esker Manor, Lucan, Co. Dublin",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Esker-Manor-Lucan-Co-Dublin/5361124/
1584,"The Arena Appartmets , Seskin View, Tallaght, Dublin 24",1650.0,"2 bedrooms (1 single, 1 double), 2 bathrooms",https://www.rent.ie/houses-to-let/The-Arena-Appartmets--Seskin-View-Tallaght-Dublin-24/4848573/
1173,"Harbour Mill Development, George's Hill, Balbriggan, Co. Dublin",1650.0,"2 bedrooms (2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Harbour-Mill-Development-Georges-Hill-Balbriggan-Co-Dublin/5202267/
199,"Killininny Court, Firhouse, Dublin 24",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Killininny-Court-Firhouse-Dublin-24/5473480/
761,"Annberley, Malahide Road, Swords, Co. Dublin",1650.0,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Annberley-Malahide-Road-Swords-Co-Dublin/5353306/
776,"Apartment 31, New Row Place, Dublin 8",1650.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-31-New-Row-Place-Dublin-8/5348259/
787,"The Court, Henrietta Place, Dublin 1",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Court-Henrietta-Place-Dublin-1/5346444/
2012,"Waterloo Road, Ballsbridge, Dublin 4",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Waterloo-Road-Ballsbridge-Dublin-4/3193154/
393,"21a Newbury Drive, Clonshaugh, Dublin 17",1650.0,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/21a-Newbury-Drive-Clonshaugh-Dublin-17/5440020/
1895,"Essex St West, Temple Bar, Dublin 2",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Essex-St-West-Temple-Bar-Dublin-2/3972716/
2032,"1 Bedroom Apartment From, Citywest Quarter, Citywest, Citywest, Co. Dublin",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-From-Citywest-Quarter-Citywest-Citywest-Co-Dublin/3002689/
1825,"Main Street, Blanchardstown, Dublin 15",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Main-Street-Blanchardstown-Dublin-15/4337794/
1764,"Spencer Dock, Dublin 1",1650.0,"1 bedroom (1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Spencer-Dock-Dublin-1/4493191/
2050,"Apartment 32, Block 1, Island Key, Island Key, East Road, Dublin 3",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-32-Block-1-Island-Key-Island-Key-East-Road-Dublin-3/5483061/
181,"26 Bow Bridge House, Kilmainham, Dublin 8, Kilmainham, Dublin 8",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/26-Bow-Bridge-House-Kilmainham-Dublin-8-Kilmainham-Dublin-8/5476193/
1744,"Apartment 5, Ulysses House, Green Street, Dublin 1",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-5-Ulysses-House-Green-Street-Dublin-1/4536754/
395,"Amiens Street, IFSC, Dublin 1",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Amiens-Street-IFSC-Dublin-1/5441257/
3766,"Killininny Court, Tallaght, Dublin 24",1650.0,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/killininny-court-tallaght-dublin-24/4512336
1712,"Block C, 96 Castleforbes Square, IFSC, Dublin 1",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Block-C-96-Castleforbes-Square-IFSC-Dublin-1/4608217/
1011,"Leonards Court Apts, 68-70 Clanbrassil St Lwr, Dublin 8",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Leonards-Court-Apts-68-70-Clanbrassil-St-Lwr-Dublin-8/5263146/
1666,"The Wooden Building Old City Apartments Temple Bar, Temple Bar, Dublin 2",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Wooden-Building-Old-City-Apartments-Temple-Bar-Temple-Bar-Dublin-2/4705026/
3783,"Metropolitan Apartments, Kilmainham, Dublin 8",1650.0,"1 bed, 1 bath, 42m 2, , Apartment",https://www.myhome.ie/rentals/brochure/metropolitan-apartments-kilmainham-dublin-8/4497822
4201,"Coldcut Road, Clondalkin, Dublin 22",1650.0,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/coldcut-road-clondalkin-dublin-22/4469580
1625,"Block A, Metropolitan Apartments, Inchicore Road, Kilmainham, Dublin 8",1650.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Block-A-Metropolitan-Apartments-Inchicore-Road-Kilmainham-Dublin-8/4782561/
851,"Amberfield, Verdemont, Blanchardstown, Dublin 15",1650.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Amberfield-Verdemont-Blanchardstown-Dublin-15/5325487/
1616,"Swiftbrook Drive, Tallaght, Dublin 24, Tallaght, Dublin 24",1650.0,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Swiftbrook-Drive-Tallaght-Dublin-24-Tallaght-Dublin-24/4796527/
385,"Premier Square, Finglas, Dublin 11",1650.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Premier-Square-Finglas-Dublin-11/5442934/
1735,"114 Lower Drumcondra Road Dublin 9, Drumcondra, Dublin 9",1650.0,"2 bedrooms (1 single, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/114-Lower-Drumcondra-Road-Dublin-9-Drumcondra-Dublin-9/4580985/
4105,"Fitzwilliam Quay, Ballsbridge, Dublin 4",1650.0,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/fitzwilliam-quay-ballsbridge-dublin-4/4497825
2448,Wyckham Point,1652.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Wyckham-Point/5471417
214,"Wyckham Point, Dundrum, Dublin 14",1652.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Wyckham-Point-Dundrum-Dublin-14/5471417/
5113,"Wyckham Point, Dundrum, Dublin 14",1652.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-wyckham-point-dundrum-dublin-14/3434812
2733,"Apt 29 Whitworth Hall, North Brunswick Street",1664.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apt-29-Whitworth-Hall-North-Brunswick-Street/5362681
5114,"Apt 29 Whitworth Hall, North Brunswick Street, Dublin 7",1664.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-29-whitworth-hall-north-brunswick-street-dublin-7/3423014
733,"Apt 29 Whitworth Hall, North Brunswick Street, Dublin 7",1664.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apt-29-Whitworth-Hall-North-Brunswick-Street-Dublin-7/5362681/
5115,"Windsor Court, Windsor Place, Pembroke Street, Dublin 2",1669.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-windsor-court-windsor-place-pembroke-street-dublin-2/3435786
145,"Windsor Court, Windsor Place, Pembroke Street, Dublin 2",1669.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Windsor-Court-Windsor-Place-Pembroke-Street-Dublin-2/5479695/
3723,"Time Place, Corrig Road, Sandyford, Dublin 18, D18 DY60",1670.0,"1 bed, 1 bath, 45m 2, , Apartment",https://www.myhome.ie/rentals/brochure/time-place-corrig-road-sandyford-dublin-18-d18-dy60/4502567
5120,"Apartment 1, Xavier Court, 21-25 Sherrard Street Upper, Dublin 1",1675.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-1-xavier-court-21-25-sherrard-street-upper-dublin-1/3437029
5119,"Apartment 2, College Court, Dublin 8",1675.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-2-college-court-dublin-8/3290499
5118,"51 Ard Na Meala, Ballymun, Dublin 9",1675.0,"3 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-51-ard-na-meala-ballymun-dublin-9/3418590
1898,"Apartment 12 City Square, Dublin 2",1675.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-12-City-Square-Dublin-2/3954968/
3331,Apartment 12 City Square,1675.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-12-City-Square/3954968
868,"51 Ard Na Meala, Ballymun, Ballymun, Dublin 9",1675.0,"3 bedrooms (1 double, 2 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/51-Ard-Na-Meala-Ballymun-Ballymun-Dublin-9/5321795/
3442,"3 City Square, Gloucester Street South, Dublin 2",1675.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/3-City-Square-Gloucester-Street-South-Dublin-2/2096123
2038,"3 City Square, Gloucester Street South, Dublin 2, Dublin 2",1675.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/3-City-Square-Gloucester-Street-South-Dublin-2-Dublin-2/2096123/
5117,"3 City Square, Gloucester Street South, Dublin 2",1675.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-3-city-square-gloucester-street-south-dublin-2/2619912
41,"Apartment 1, Xavier Court, 21-25 Sherrard Street Upper, Dublin 1",1675.0,"1 bedroom (1 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Apartment-1-Xavier-Court-21-25-Sherrard-Street-Upper-Dublin-1/5493206/
5116,"Apartment 12 City Square, Dublin 2",1675.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-12-city-square-dublin-2/2940504
2813,"51 Ard Na Meala, Ballymun",1675.0,"3 bedrooms (1 double, 2 twin), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/51-Ard-Na-Meala-Ballymun/5321795
1037,"Apartment 2, College Court, Dublin 8",1675.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-2-College-Court-Dublin-8/5252521/
3938,"Berry House, Custom House Square, IFSC, Dublin 1",1680.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/berry-house-custom-house-square-ifsc-dublin-1/4509288
5123,"Apartment 358, Charlestown Place, Finglas, Dublin 11",1680.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-358-charlestown-place-finglas-dublin-11/3435599
5122,"Berry House, Custom House Square, IFSC, Dublin 1",1680.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-berry-house-custom-house-square-ifsc-dublin-1/3414189
5121,"The Oaks, Herbert Park, Ballsbridge, Dublin 4",1680.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-oaks-herbert-park-ballsbridge-dublin-4/3413514
162,"Apartment 358, Charlestown Place, Finglas, Dublin 11",1680.0,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Apartment-358-Charlestown-Place-Finglas-Dublin-11/5477986/
960,"Berry House, Custom House Square, IFSC, Dublin 1",1680.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Berry-House-Custom-House-Square-IFSC-Dublin-1/5285749/
971,"The Oaks, Herbert Park, Ballsbridge, Dublin 4",1680.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Oaks-Herbert-Park-Ballsbridge-Dublin-4/5280501/
2867,"The Oaks, Herbert Park",1680.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/The-Oaks-Herbert-Park/5280501
2859,"Berry House, Custom House Square",1680.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Berry-House-Custom-House-Square/5285749
3939,"17 Berystede, Leeson Park, Ranelagh, Dublin 6",1683.0,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/17-berystede-leeson-park-ranelagh-dublin-6/4509278
4074,"66 Custom Hall, Talbot Street, Dublin 1, D01 AK00",1686.0,"2 beds, 1 bath, 75m 2, , Apartment",https://www.myhome.ie/rentals/brochure/66-custom-hall-talbot-street-dublin-1-d01-ak00/4502461
2356,"Apartment 20, Hillcrest House",1687.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-20-Hillcrest-House/5493218
3869,"20 Hillcrest, 94 Rathgar Road, Rathgar, Dublin 6",1687.0,"2 beds, 1 bath, 52m 2, , Apartment",https://www.myhome.ie/rentals/brochure/20-hillcrest-94-rathgar-road-rathgar-dublin-6/4511068
57,"Apartment 20, Hillcrest House, Rathgar, Dublin 6",1687.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-20-Hillcrest-House-Rathgar-Dublin-6/5493218/
5124,"Apartment 20, Hillcrest House, Rathgar, Dublin 6",1687.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-20-hillcrest-house-rathgar-dublin-6/3437045
4251,"Millers Hall, South Circular Road, Dublin 8",1688.0,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/millers-hall-south-circular-road-dublin-8/4429993
524,"camden lock ringsend, Dublin 4",1690.0,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/camden-lock-ringsend-Dublin-4/5416707/
2828,Charlestown Place,1690.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Charlestown-Place/5302437
2803,"Apt. 5, 191 Clonliffe Road",1690.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apt-5-191-Clonliffe-Road/5321796
1569,"12 Richmond Villas, South Richmond Street, Dublin 2",1690.0,"2 bedrooms (2 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/12-Richmond-Villas-South-Richmond-Street-Dublin-2/4865838/
3916,"Apt. 5, 191 Clonliffe Road, Drumcondra, Dublin 3, Drumcondra, Dublin 3",1690.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/apt-5-191-clonliffe-road-drumcondra-dublin-3-drumcondra-dublin-3/4509905
842,"Apt. 5, 191 Clonliffe Road, Drumcondra, Dublin 3",1690.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apt-5-191-Clonliffe-Road-Drumcondra-Dublin-3/5321796/
3187,"12 Richmond Villas, South Richmond Street",1690.0,"2 bedrooms (2 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/12-Richmond-Villas-South-Richmond-Street/4865838
911,"Charlestown Place, Finglas, Dublin 11",1690.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Charlestown-Place-Finglas-Dublin-11/5302437/
5128,"Apt. 5, 191 Clonliffe Road, Drumcondra, Dublin 3",1690.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-5-191-clonliffe-road-drumcondra-dublin-3/3418591
5127,"Charlestown Place, Finglas, Dublin 11",1690.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-charlestown-place-finglas-dublin-11/3416355
5126,"12 Richmond Villas, South Richmond Street, Dublin 2",1690.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-12-richmond-villas-south-richmond-street-dublin-2/3228419
5125,"camden lock ringsend, Dublin 4",1690.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-camden-lock-ringsend-dublin-4/3429117
5129,"Church Place, Dublin 1",1692.0,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-church-place-dublin-1/2322403
3501,Church Place,1692.0,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Church-Place/2030962
3502,"St. Raphaels, Stillorgan",1692.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/St-Raphaels-Stillorgan/2030886
2120,"Church Place, Dublin 1",1692.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Church-Place-Dublin-1/2030962/
5130,"Apartment 1, Castle Gate, Dublin 2",1694.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-1-castle-gate-dublin-2/2904637
1943,"Apartment 1, Castle Gate, Dublin 2",1694.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-1-Castle-Gate-Dublin-2/3738885/
3367,"Apartment 1, Castle Gate",1694.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-1-Castle-Gate/3738885
155,"Nelson Street, Dublin 7",1695.0,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Nelson-Street-Dublin-7/5478040/
390,"Hampton Square, Navan Road (D7), Dublin 7",1695.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hampton-Square-Navan-Road-D7-Dublin-7/5436865/
4079,"12 Richmond Villas, South Richmond Street, Dublin 2, Dublin",1695.0,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/12-richmond-villas-south-richmond-street-dublin-2-dublin/4502100
5135,"HAMPTON SQUARE, Navan Road (D7), Dublin 7",1695.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hampton-square-navan-road-d7-dublin-7/3431322
5134,"Apartment 9, 61-63 Capel Street, Dublin 1",1695.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-9-61-63-capel-street-dublin-1/2546361
2877,Capel Street,1695.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Capel-Street/5272658
2084,"Apartment 9, 61-63 Capel Street, Dublin 1",1695.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-9-61-63-Capel-Street-Dublin-1/2057319/
5133,"Capel Street, Dublin 1",1695.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-capel-street-dublin-1/3412342
1986,"Shelbourne Village, Dublin 4",1695.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Shelbourne-Village-Dublin-4/3319215/
4097,"Wyckham Place , Dundrum, Dublin 14",1695.0,"1 bed, 1 bath, 45m 2, , Apartment",https://www.myhome.ie/rentals/brochure/wyckham-place-dundrum-dublin-14/3491108
5132,"Shelbourne Village, Dublin 4",1695.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-shelbourne-village-dublin-4/2841267
985,"Capel Street, Dublin 1",1695.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Capel-Street-Dublin-1/5272658/
5131,"Nelson Street, Dublin 7",1695.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-nelson-street-dublin-7/3435690
3400,Shelbourne Village,1695.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Shelbourne-Village/3319215
5159,"86 Northumberland Road, Ballsbridge, Dublin 4",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-86-northumberland-road-ballsbridge-dublin-4/3433648
2419,Glasanaon Road,1700.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/Glasanaon-Road/5476719
534,"1 The Strand, Baldoyle Road, Sutton, Dublin 13",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-The-Strand-Baldoyle-Road-Sutton-Dublin-13/5415785/
5152,"25B Oakley Road
Ranelagh, Ranelagh, Dublin 6",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-25b-oakley-road-ranelagh-ranelagh-dublin-6/3437009
1733,"Smithfield Village, Dublin 7, Dublin 7",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Smithfield-Village-Dublin-7-Dublin-7/4583861/
5153,"29 Ave Maria Road, Maryland, Dublin 8",1700.0,"1 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-29-ave-maria-road-maryland-dublin-8/3437225
5157,"APARTMENT 10 Grove court, Grove road, Blanchardstown, Dublin 15",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-10-grove-court-grove-road-blanchardstown-dublin-15/3258738
5154,"25 Killininny Court, Firhouse, Dublin 24",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-25-killininny-court-firhouse-dublin-24/3419941
3707,"Fishermans Wharf, Ringsend, Dublin 4",1700.0,"2 beds, 1 bath, 60m 2, , Apartment",https://www.myhome.ie/rentals/brochure/fishermans-wharf-ringsend-dublin-4/4509804
5156,"Apt 12 Metropolitan Apartments, Block A, Inchicore, Kilmainham, Dublin 8",1700.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-12-metropolitan-apartments-block-a-inchicore-kilmainham-dublin-8/3221487
1713,"Fortunes Lawn, Citywest, Citywest, Co. Dublin",1700.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Fortunes-Lawn-Citywest-Citywest-Co-Dublin/4609534/
655,"Westland Square, Dublin 2",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Westland-Square-Dublin-2/5384579/
5155,"Beaumont Court, Beaumont, Dublin 9",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-beaumont-court-beaumont-dublin-9/3415525
536,"48 Merrion Road, Ballsbridge, Dublin 4",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/48-Merrion-Road-Ballsbridge-Dublin-4/5415720/
5158,"Apartment 10, 341 North Circular Road, North Circular Road, Dublin 7",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-10-341-north-circular-road-north-circular-road-dublin-7/3282905
5160,"Kinahan Street, off Infirmary Road, Arbour Hill, Dublin 7",1700.0,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-kinahan-street-off-infirmary-road-arbour-hill-dublin-7/3436014
716,"Harolds Cross Cottages, Harold's Cross, Dublin 6",1700.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Harolds-Cross-Cottages-Harolds-Cross-Dublin-6/5369098/
5161,"104 Galtrim Grange, Malahide, Co. Dublin",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-104-galtrim-grange-malahide-co-dublin/3426013
3800,"Clancy Quay, South Circular Road, Islandbridge, Dublin 8, Dublin 8, Dublin",1700.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/clancy-quay-south-circular-road-islandbridge-dublin-8-dublin-8-dublin/4478991
1622,"James Street, Dublin 8",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/James-Street-Dublin-8/4793760/
1028,"College Court, Kevin Street Lower, Dublin 8",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/College-Court-Kevin-Street-Lower-Dublin-8/5260226/
5172,"Longford House, Dublin 1",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-longford-house-dublin-1/3415290
168,"Glasanaon Road, Finglas, Dublin 11",1700.0,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Glasanaon-Road-Finglas-Dublin-11/5476719/
1161,"Apartment 10, 341 North Circular Road, North Circular Road, Dublin 7",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-10-341-North-Circular-Road-North-Circular-Road-Dublin-7/5212413/
5171,"Rear 80 South Circular Road, South Circular Road, Dublin 8",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-rear-80-south-circular-road-south-circular-road-dublin-8/3190501
5170,"Summerhill, Dublin 1",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-summerhill-dublin-1/3233817
5169,"Annaly grove, Ongar, Dublin 15",1700.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-annaly-grove-ongar-dublin-15/3423959
5168,"17 Mimosa Hall, Leopardstown, Dublin 18",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-17-mimosa-hall-leopardstown-dublin-18/3429625
1647,"Crumlin Road, Crumlin, Dublin 12, Crumlin, Dublin 12",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Crumlin-Road-Crumlin-Dublin-12-Crumlin-Dublin-12/4733611/
