,Address,Price per month €,Capacity,Link
4378,"1 Fortunestown Close, Tallaght, Dublin 24",900.0,Studio,https://www.daft.ie//for-rent/studio-apartment-1-fortunestown-close-tallaght-dublin-24/3276204
505,"299 Swords Road, Whitehall, Santry, Dublin 9",900.0,studio apartment to rent,https://www.rent.ie/houses-to-let/299-Swords-Road-Whitehall-Santry-Dublin-9/5422839/
2070,"Lower Rathmines Road, Rathmines, Dublin 6",900.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Lower-Rathmines-Road-Rathmines-Dublin-6/2081786/
535,"Mount Eagle Rise, Sandyford, Dublin 18",900.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Mount-Eagle-Rise-Sandyford-Dublin-18/5409180/
1962,"Manor Road, Palmerstown, Palmerstown, Dublin 20",900.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Manor-Road-Palmerstown-Palmerstown-Dublin-20/3519670/
4414,"31A woodlawn walk santry, Santry, Dublin 9",900.0,"5 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-31a-woodlawn-walk-santry-santry-dublin-9/3288094
3381,"Manor Road, Palmerstown",900.0,furnished studio,https://www.let.ie/property-to-rent/Manor-Road-Palmerstown/3519670
4412,"Highlight Parkgate, 43 Montpelier Hill, Dublin 7",900.0,"8 Bed, 8 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-en-suite-2021-22-tenancy-highlight-parkgate-43-montpelier-hill-dublin-7/2841048
1736,"Carna Road, Ballyfermot, Dublin 10",900.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Carna-Road-Ballyfermot-Dublin-10/4575328/
1988,"Bronze En Suite - 2021/22 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7",900.0,"8 bedrooms (8 double), 8 bathrooms, furnished",https://www.rent.ie/houses-to-let/Bronze-En-Suite---202122-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7/3318164/
3402,"Bronze En Suite - 2021/22 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7, Co. Dublin",900.0,"8 bedrooms (8 double), 8 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Bronze-En-Suite---202122-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7-Co-Dublin/3318164
2210,"Single Non En Suite Ground Floor - 2020/21 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",908.0,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Non-En-Suite-Ground-Floor---202021-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/2019044/
3583,"From Here - Student Living, Blackhall Place, Black",908.0,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/From-Here---Student-Living-Blackhall-Place-Black/2019044
3508,"Brickworks, Brickfield Lane",912.0,"6 bedrooms (6 twin), 6 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Brickworks-Brickfield-Lane/2029427
2129,"Twin En Suite - 2021/22 Tenancy, Brickworks, Brickfield Lane, Dublin 8",912.0,"6 bedrooms (6 twin), 6 bathrooms, furnished",https://www.rent.ie/houses-to-let/Twin-En-Suite---202122-Tenancy-Brickworks-Brickfield-Lane-Dublin-8/3473736/
3503,"Twin En Suite - 2021/22 Tenancy, Brickworks, Brickfield Lane, Dublin 8, Co. Dublin",912.0,"6 bedrooms (6 twin), 6 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Twin-En-Suite---202122-Tenancy-Brickworks-Brickfield-Lane-Dublin-8-Co-Dublin/3473736
4410,"Brickworks, Brickfield Lane, Dublin 8",912.0,"6 Bed, 6 Bath, Apartment",https://www.daft.ie//for-rent/apartment-premium-twin-en-suite-2020-21-tenancy-brickworks-brickfield-lane-dublin-8/2318548
2134,"Premium Twin En Suite - 2020/21 Tenancy, Brickworks, Brickfield Lane, Dublin 8",912.0,"6 bedrooms (6 twin), 6 bathrooms, furnished",https://www.rent.ie/houses-to-let/Premium-Twin-En-Suite---202021-Tenancy-Brickworks-Brickfield-Lane-Dublin-8/2029427/
1705,"10 Grove Park, Rathmines, Dublin 6",915.0,studio apartment to rent,https://www.rent.ie/houses-to-let/10-Grove-Park-Rathmines-Dublin-6/4621971/
4388,"10 Grove Park, Rathmines, Dublin 6",915.0,Studio,https://www.daft.ie//for-rent/studio-apartment-10-grove-park-rathmines-dublin-6/3200550
2218,"Single Non En Suite Ground Floor 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",916.0,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Non-En-Suite-Ground-Floor-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/3711997/
3582,"From Here - Student Living, Blackhall Place, Black",916.0,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/From-Here---Student-Living-Blackhall-Place-Black/2019043
2209,"Single Non En Suite - 2020/21 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",916.0,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Non-En-Suite---202021-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/2019043/
3591,"Single Non En Suite Ground Floor 2021/22 Tenancy , From Here - Student Living, Blackhall Place, Black, Dublin 7, Co. Dublin",916.0,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Single-Non-En-Suite-Ground-Floor-202122-Tenancy--From-Here---Student-Living-Blackhall-Place-Black-Dublin-7-Co-Dublin/3711997
4439,"Stillorgan Road, Blackrock, Co. Dublin",920.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-ground-floor-single-room-stillorgan-road-blackrock-co-dublin/2541900
4445,"Larkhill Road, Whitehall, Dublin 9",920.0,Studio,https://www.daft.ie//for-rent/studio-apartment-larkhill-road-whitehall-dublin-9/3280068
4422,"Broadford Road, Ballinteer, Dublin 16",920.0,Studio,https://www.daft.ie//for-rent/studio-apartment-broadford-road-ballinteer-dublin-16/3250834
4126,"Mayor Street Upper, North Wall, Dublin 1",920.0,"1 bed, 1 bath, 13.6m 2, Apartment",https://www.myhome.ie/rentals/brochure/mayor-street-upper-north-wall-dublin-1/4495304
4438,"Mayor Street, Dublin 1",920.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-mayor-street-dublin-1/1525031
4431,"Mayor Street, Mayor Street Upper, Dublin 1",920.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-mayor-street-upper-dublin-1/2324598
4428,"Rathmines Road, Rathmines, Dublin 6",920.0,Studio,https://www.daft.ie//for-rent/studio-apartment-rathmines-road-rathmines-dublin-6/3211721
4413,"Highlight Parkgate, 43 Montpelier Hill, Dublin 7",920.0,"8 Bed, 8 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-en-suite-2020-21-tenancy-highlight-parkgate-43-montpelier-hill-dublin-7/2291984
3623,Mayor Street,920.0,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Mayor-Street/2009492
4427,"Willow Park Avenue, Glasnevin, Dublin 11",920.0,Studio,https://www.daft.ie//for-rent/studio-apartment-willow-park-avenue-glasnevin-dublin-11/3280073
4447,"Harrington street, Portobello, Dublin 8",920.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-harrington-street-portobello-dublin-8/3284927
176,"Bayview Avenue, North Strand, Dublin 3",920.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Bayview-Avenue-North-Strand-Dublin-3/5476198/
4224,"Mayor Street, IFSC, Dublin 1",920.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/mayor-street-ifsc-dublin-1/4351419
1462,"Broadford Road, Ballinteer, Dublin 16",920.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Broadford-Road-Ballinteer-Dublin-16/5004150/
2426,"Bayview Avenue, North Strand",920.0,furnished studio,https://www.let.ie/property-to-rent/Bayview-Avenue-North-Strand/5476198
1196,"Willow Park Avenue, Glasnevin, Dublin 11",920.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Willow-Park-Avenue-Glasnevin-Dublin-11/5190337/
1194,"Larkhill Road, Whitehall, Whitehall, Dublin 9",920.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Larkhill-Road-Whitehall-Whitehall-Dublin-9/5190334/
2270,"Mayor Street, Dublin 1",920.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mayor-Street-Dublin-1/2009492/
1134,"Harrington Street, Portobello, Dublin 8",920.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Harrington-Street-Portobello-Dublin-8/5227775/
2248,"Bronze En Suite - 2020/21 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7",920.0,"8 bedrooms (8 double), 8 bathrooms, furnished",https://www.rent.ie/houses-to-let/Bronze-En-Suite---202021-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7/2018765/
4446,"Bayview Avenue, North Strand",920.0,Studio,https://www.daft.ie//for-rent/studio-apartment-bayview-avenue-north-strand/3435380
2087,"Ground Floor Single Room, Stillorgan Road, Stillorgan Road, Blackrock, Co. Dublin",920.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Ground-Floor-Single-Room-Stillorgan-Road-Stillorgan-Road-Blackrock-Co-Dublin/2055984/
1657,"Rathmines Road, Rathmines, Dublin 6",920.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Rathmines-Road-Rathmines-Dublin-6/4722315/
3500,Mayor Street Upper,920.0,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mayor-Street-Upper/2031850
3471,"Ground Floor Single Room, Stillorgan Road, Stillorgan Road, Blackrock, Co. Dublin",920.0,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Ground-Floor-Single-Room-Stillorgan-Road-Stillorgan-Road-Blackrock-Co-Dublin/2055984
2119,"1 Bedroom Apartment, Mayor Street Upper, Dublin 1",920.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-Mayor-Street-Upper-Dublin-1/2031850/
1683,"Apt 8, 8 Lower Rathmines Road, Portobello Bridge, Rathmines, Dublin 6",925.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Apt-8-8-Lower-Rathmines-Road-Portobello-Bridge-Rathmines-Dublin-6/4678983/
4389,"Apt 8, 8 Lower Rathmines Road, Portobello Bridge, Rathmines, Dublin 6",925.0,Studio,https://www.daft.ie//for-rent/studio-apartment-apt-8-8-lower-rathmines-road-portobello-bridge-rathmines-dublin-6/3207186
3588,"Single Non En Suite 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7, Co. Dublin",928.0,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Single-Non-En-Suite-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7-Co-Dublin/3711993
2211,"Single Non En Suite Plus - 2020/21 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",928.0,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Non-En-Suite-Plus---202021-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/2019045/
2127,"Premium Twin En Suite - 2021/22 Tenancy, Brickworks, Brickfield Lane, Dublin 8",928.0,"6 bedrooms (6 twin), 6 bathrooms, furnished",https://www.rent.ie/houses-to-let/Premium-Twin-En-Suite---202122-Tenancy-Brickworks-Brickfield-Lane-Dublin-8/3473734/
2215,"Single Non En Suite 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",928.0,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Non-En-Suite-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/3711993/
3584,"From Here - Student Living, Blackhall Place, Black",928.0,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/From-Here---Student-Living-Blackhall-Place-Black/2019045
4392,"Flat 10, Saint Margarets, Dublin 7",929.0,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-10-saint-margarets-dublin-7/3287530
1100,"Flat 10, Saint Margarets, Dublin 7",929.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-10-Saint-Margarets-Dublin-7/5239070/
2946,"Flat 10, Saint Margarets",929.0,furnished studio,https://www.let.ie/property-to-rent/Flat-10-Saint-Margarets/5239070
3585,"From Here - Student Living, Blackhall Place, Black",932.0,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/From-Here---Student-Living-Blackhall-Place-Black/2019046
2212,"Double Deluxe Non En Suite - 2020/21 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",932.0,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Double-Deluxe-Non-En-Suite---202021-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/2019046/
3589,"Single Non En Suite Plus 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7, Co. Dublin",936.0,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Single-Non-En-Suite-Plus-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7-Co-Dublin/3711995
2216,"Single Non En Suite Plus 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",936.0,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Non-En-Suite-Plus-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/3711995/
2194,"Bronze Ensuite, Dorset Point, 107 Dorset Street Upper, Dublin 1",940.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bronze-Ensuite-Dorset-Point-107-Dorset-Street-Upper-Dublin-1/2052506/
691,"Kill Lane, Foxrock, Dublin 18",940.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Kill-Lane-Foxrock-Dublin-18/5375972/
3568,"Bronze Ensuite , Dorset Point, 107 Dorset Street Upper, Dublin 1, Co. Dublin",940.0,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Bronze-Ensuite--Dorset-Point-107-Dorset-Street-Upper-Dublin-1-Co-Dublin/2052506
4395,"Kill Lane, Foxrock, Dublin 18",940.0,Studio,https://www.daft.ie//for-rent/studio-apartment-kill-lane-foxrock-dublin-18/3424234
4453,"Binary Hub, Bonham Street, Dublin 8",940.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-copper-ensuite-binary-hub-bonham-street-dublin-8/3289851
2201,"Copper Ensuite, Binary Hub, Bonham Street, Dublin 8",940.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Copper-Ensuite-Binary-Hub-Bonham-Street-Dublin-8/5248316/
2214,"Deluxe Double Non En Suite 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7",944.0,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Deluxe-Double-Non-En-Suite-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7/3711991/
3587,"Deluxe Double Non En Suite 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7, Co. Dublin",944.0,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Deluxe-Double-Non-En-Suite-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7-Co-Dublin/3711991
4391,"GHR, South Circular Road, Dublin 8",948.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-single-room-private-bathroom-south-circular-road-dublin-8-co-dublin/3225140
1591,"Single Room Private Bathroom, South Circular Road, Dublin 8, Co. Dublin",948.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Single-Room-Private-Bathroom-South-Circular-Road-Dublin-8-Co-Dublin/4836153/
3193,"Single room private bathroom, South Circular Road, Dublin 8, Co. Dublin",948.0,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Single-room-private-bathroom-South-Circular-Road-Dublin-8-Co-Dublin/4836153
1371,"Thorndale Park, Artane, Artane, Dublin 5",950.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Thorndale-Park-Artane-Artane-Dublin-5/5082930/
236,"Flat 8, 45 Harrington Street, Dublin 8",950.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-8-45-Harrington-Street-Dublin-8/5465274/
257,"North Circular Road, Dublin 7",950.0,studio apartment to rent,https://www.rent.ie/houses-to-let/North-Circular-Road-Dublin-7/5462013/
640,"Flat 6, 39a Richmond Hill, Rathmines, Dublin 6",950.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-6-39a-Richmond-Hill-Rathmines-Dublin-6/5385894/
4399,"Flat 8, 45 Harrington Street, Dublin 8",950.0,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-8-45-harrington-street-dublin-8/3434323
4406,"Ard Mor Crescent, Tallaght, Dublin 24",950.0,Studio,https://www.daft.ie//for-rent/studio-apartment-ard-mor-crescent-tallaght-dublin-24/3171059
3407,"37 Addison Road, Fairview",950.0,"1 bedroom (1 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/37-Addison-Road-Fairview/3305023
1993,"37 Addison Road, Fairview, Fairview, Dublin 3",950.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/37-Addison-Road-Fairview-Fairview-Dublin-3/3305023/
3363,Moyne Road,950.0,furnished studio,https://www.let.ie/property-to-rent/Moyne-Road/3769274
1939,"Moyne Road, Ranelagh, Dublin 6",950.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Moyne-Road-Ranelagh-Dublin-6/3769274/
4407,"Flat 6, 39A Richmond Hill, Rathmines, Dublin 6",950.0,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-6-39a-richmond-hill-rathmines-dublin-6/3425328
1829,"35 Fitzgibbon Street, Dublin 1",950.0,studio apartment to rent,https://www.rent.ie/houses-to-let/35-Fitzgibbon-Street-Dublin-1/4318369/
4398,"Glasnevin Avenue, Glasnevin, Dublin 9",950.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-glasnevin-avenue-glasnevin-dublin-9/3211342
3289,35 Fitzgibbon Street,950.0,furnished studio,https://www.let.ie/property-to-rent/35-Fitzgibbon-Street/4318369
1823,"Ard Mor Crescent, Tallaght, Dublin 24",950.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Ard-Mor-Crescent-Tallaght-Dublin-24/4344783/
4402,"37 Addison Road, Fairview, Dublin 3",950.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-37-addison-road-fairview-dublin-3/2839732
1659,"Glasnevin Avenue, Glasnevin, Dublin 9",950.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Glasnevin-Avenue-Glasnevin-Dublin-9/4716816/
4403,"St Lawrence Road, Clontarf, Dublin 3",950.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-st-lawrence-road-clontarf-dublin-3/3233662
4404,"Thorndale park, Artane, Dublin 5",950.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-thorndale-park-artane-dublin-5/3263516
4405,"Moyne Road, Ranelagh, Dublin 6",950.0,Studio,https://www.daft.ie//for-rent/studio-apartment-moyne-road-ranelagh-dublin-6/2910833
4400,"North Circular Road, Dublin 7",950.0,Studio,https://www.daft.ie//for-rent/studio-apartment-north-circular-road-dublin-7/3434025
4401,"35 Fitzgibbon Street, Dublin 1",950.0,Studio,https://www.daft.ie//for-rent/studio-apartment-35-fitzgibbon-street-dublin-1/3168899
1989,"Bronze Plus En Suite - 2021/22 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7",952.0,"8 bedrooms (8 double), 8 bathrooms, furnished",https://www.rent.ie/houses-to-let/Bronze-Plus-En-Suite---202122-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7/3318165/
3403,"Bronze Plus En Suite - 2021/22 Tenancy, Highlight Parkgate, 43 Montpelier Hill, Dublin 7, Co. Dublin",952.0,"8 bedrooms (8 double), 8 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Bronze-Plus-En-Suite---202122-Tenancy-Highlight-Parkgate-43-Montpelier-Hill-Dublin-7-Co-Dublin/3318165
