Address,Price per month €,Beds,Capacity,Link
"Grangegorman, Dublin 7",996.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Grangegorman-Dublin-7/1969832/
"Grangegorman, Dublin 7",996.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-grangegorman-dublin-7/1412885
"Lower Grangegorman Road , Smithfield, Dublin 7",996.0,1,"1 bed, 1 bath, 14m 2, Apartment",https://www.myhome.ie/rentals/brochure/lower-grangegorman-road-smithfield-dublin-7/4495332
"Grangegorman, Dublin",996.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Grangegorman/1969832
"Grangegorman, Grangegorman Lower, Dublin 7",996.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-one-bedroom-apartment-grangegorman-lower-dublin-7/2324600
"Grangegorman Lower, Dublin",996.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Grangegorman-Lower/2031861
"Mount Olive Road, Kilbarrack, Dublin 5",1000.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mount-Olive-Road-Kilbarrack-Dublin-5/6190373/
"Bronze Ensuite 51 Weeks, Binary Hub, Bonham Street, Dublin 8",1000.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bronze-Ensuite-51-Weeks-Binary-Hub-Bonham-Street-Dublin-8/2020329/
"Flat 6 Drumcondra Road Lower, Drumcondra, Dublin 3",1000.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-6-drumcondra-road-lower-drumcondra-dublin-3/3525782
"Flat 6 Drumcondra Road Lower, Drumcondra, Dublin 3",1000.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-6-Drumcondra-Road-Lower-Drumcondra-Dublin-3/6125492/
"Balkhill Park, Howth, Dublin 13",1000.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-balkhill-park-howth-dublin-13/3535614
"Ashfield Grove, Mulhuddart, Blanchardstown, Dublin 15",1000.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-ashfield-grove-mulhuddart-blanchardstown-dublin-15/3536758
"Classic Room, Mayor Street Upper, Dublin 1",1000.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Classic-Room-Mayor-Street-Upper-Dublin-1/2031849/
"Monastery Copse, Monastery Road, Clondalkin, Dublin 22",1000.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-monastery-copse-monastery-road-clondalkin-dublin-22/3523087
"Mayor Street, Mayor Street Upper, Dublin 1",1000.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-classic-room-mayor-street-upper-dublin-1/2324596
"Comeragh road, Drimnagh, Dublin 12",1000.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-comeragh-road-drimnagh-dublin-12/3492510
"Bronze Ensuite - 37 Or 38 Weeks, Binary Hub, Bonham Street, Dublin 8",1000.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bronze-Ensuite---37-Or-38-Weeks-Binary-Hub-Bonham-Street-Dublin-8/6015076/
"Ashfield Grove, Mulhuddart, Blanchardstown, Dublin 15",1000.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Ashfield-Grove-Mulhuddart-Blanchardstown-Dublin-15/6172808/
"Philipsburgh Avenue, Fairview, Dublin 3",1000.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-philipsburgh-avenue-fairview-dublin-3/3262975
"Comeragh Road, Drimnagh, Dublin 12",1000.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Comeragh-Road-Drimnagh-Dublin-12/5928673/
"Balkhill Park, Dublin",1000.0,1,furnished studio,https://www.let.ie/property-to-rent/Balkhill-Park/6166955
"Philipsburgh Avenue, Fairview, Dublin 3",1000.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Philipsburgh-Avenue-Fairview-Dublin-3/5078833/
"Mount Olive Road, Kilbarrack, Dublin 5",1000.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-mount-olive-road-kilbarrack-dublin-5/3540035
"Binary Hub, Bonham Street, Dublin",1000.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Binary-Hub-Bonham-Street/2020329
"Monastery Copse, Clondalkin, Dublin 22",1000.0,1,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/monastery-copse-clondalkin-dublin-22/4526228
"Monastery Copse, Monastery Road, Clondalkin, Dublin 22",1000.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Monastery-Copse-Monastery-Road-Clondalkin-Dublin-22/6114435/
"Balkhill Park, Howth, Dublin 13",1000.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Balkhill-Park-Howth-Dublin-13/6166955/
"Mayor Street Upper, Dublin",1000.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mayor-Street-Upper/2031849
"Binary Hub, Bonham Street, Dublin 8",1000.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-ensuite-37-or-38-weeks-binary-hub-bonham-street-dublin-8/3501357
"Flat 6 Drumcondra Road Lower, Dublin",1000.0,1,furnished studio,https://www.let.ie/property-to-rent/Flat-6-Drumcondra-Road-Lower/6125492
"Ashfield Grove, Mulhuddart, Dublin",1000.0,1,furnished studio,https://www.let.ie/property-to-rent/Ashfield-Grove-Mulhuddart/6172808
"Monastery Copse, Monastery Road, Dublin",1000.0,1,"1 bedroom (1 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/Monastery-Copse-Monastery-Road/6114435
"Binary Hub, Bonham Street, Dublin 8",1000.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-ensuite-51-weeks-binary-hub-bonham-street-dublin-8/2294015
"Altamont Hall, Dundrum, Dublin 14",1012.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Altamont-Hall-Dundrum-Dublin-14/6113776/
"Altamont Hall, Dundrum, Dublin 14",1012.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-altamont-hall-dundrum-dublin-14/3522850
"29 Nelson Street, Dublin 7",1019.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-29-nelson-street-dublin-7/3533577
"29 Nelson Street, Dublin 7",1019.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/29-Nelson-Street-Dublin-7/6158895/
"28 Leinster Square, Rathmines, Dublin 6",1020.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-28-leinster-square-rathmines-dublin-6/3540847
"Grove Park, Rathmines, Dublin 6",1020.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Grove-Park-Rathmines-Dublin-6/5343860/
"28 Leinster Square, Rathmines, Dublin",1020.0,1,furnished studio,https://www.let.ie/property-to-rent/28-Leinster-Square-Rathmines/6194192
"28 Leinster Square, Rathmines, Rathmines, Dublin 6",1020.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/28-Leinster-Square-Rathmines-Rathmines-Dublin-6/6194192/
"Sherrard Street Lower, Dublin 1",1025.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Sherrard-Street-Lower-Dublin-1/6118513/
"Sherrard Street Lower, Dublin 1",1025.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-sherrard-street-lower-dublin-1/3524255
"Carmans Hall, Carman's Hall, Dublin 8",1036.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-standar-room-carmans-hall-dublin-8-co-dublin/3225006
"Standar Room, Carman\'s Hall, Dublin 8, Co. Dublin",1036.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Standar-Room-Carmans-Hall-Dublin-8-Co-Dublin/4836003/
"Standar Room, Carman\'s Hall , Dublin 8, Co. Dublin",1036.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Standar-Room-Carmans-Hall--Dublin-8-Co-Dublin/4836003
"Naas Road, Bluebell, Dublin 12",1040.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-naas-road-bluebell-dublin-12/2589405
"Silver Ensuite, Binary Hub, Bonham Street, Dublin 8",1040.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Silver-Ensuite-Binary-Hub-Bonham-Street-Dublin-8/2020330/
"Silver Ensuite - Semester 2, Beckett House , 123 Summerhill, Dublin 1",1040.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Silver-Ensuite---Semester-2-Beckett-House--123-Summerhill-Dublin-1/2020358/
"Silver Ensuite - 37 Or 38 Weeks, Binary Hub, Bonham Street, Dublin 8",1040.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Silver-Ensuite---37-Or-38-Weeks-Binary-Hub-Bonham-Street-Dublin-8/6015082/
"Silver ensuite - 37 or 38 weeks, Binary Hub, Bonham Street, Dublin 8, Co. Dublin",1040.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Silver-ensuite---37-or-38-weeks-Binary-Hub-Bonham-Street-Dublin-8-Co-Dublin/6015082
"Beckett House, 123 Summerhill, Dublin 1",1040.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-silver-ensuite-semester-2-beckett-house-123-summerhill-dublin-1/2294021
"Binary Hub, Bonham Street, Dublin",1040.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Binary-Hub-Bonham-Street/2020330
"Phibsborough Road, Phibsborough, Dublin 7",1050.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-phibsborough-road-phibsborough-dublin-7/3536715
"Phibsborough Road, Dublin",1050.0,1,furnished studio,https://www.let.ie/property-to-rent/Phibsborough-Road/6172772
"Velindre, Lucan Road, Lucan, Co. Dublin",1050.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Velindre-Lucan-Road-Lucan-Co-Dublin/4968323/
"16 Ashwood Road, Clondalkin, Dublin 22",1050.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-16-ashwood-road-clondalkin-dublin-22/3515791
"Derry Avin, 60 North Circular Road, Dublin 7",1050.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-derry-avin-60-north-circular-road-dublin-7/3521122
"Derry Avin, 60 North Circular Road, Dublin 7, Dublin",1050.0,1,"1 bed, 1 bath, , Studio",https://www.myhome.ie/rentals/brochure/derry-avin-60-north-circular-road-dublin-7-dublin/4525911
"Suite 6 Velindre Ballydowd, Lucan, Dublin, K78K7K2",1050.0,1,"1 bed, 1 bath, , Studio",https://www.myhome.ie/rentals/brochure/suite-6-velindre-ballydowd-lucan-dublin-k78k7k2/4503778
"Derry Avin, 60 North Circular Road, Dublin",1050.0,1,furnished studio,https://www.let.ie/property-to-rent/Derry-Avin-60-North-Circular-Road/6108938
"Velindre, Lucan Road, Lucan, Co. Dublin",1050.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-velindre-lucan-road-lucan-co-dublin/3243366
"Velindre, Lucan Road, Dublin",1050.0,1,furnished studio,https://www.let.ie/property-to-rent/Velindre-Lucan-Road/4968323
"Phibsborough Road, Phibsborough, Dublin 7",1050.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Phibsborough-Road-Phibsborough-Dublin-7/6172772/
"Derry Avin, 60 North Circular Road, Dublin 7",1050.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Derry-Avin-60-North-Circular-Road-Dublin-7/6108938/
"16 Ashwood Road, Clondalkin, Clondalkin, Dublin 22",1050.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/16-Ashwood-Road-Clondalkin-Clondalkin-Dublin-22/6082971/
"Kenilworth Road, Rathmines, Dublin 6",1070.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-kenilworth-road-rathmines-dublin-6/3537408
"Kenilworth Road, Rathmines, Dublin 6",1070.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Kenilworth-Road-Rathmines-Dublin-6/6175354/
"Charles Street Great, Dublin 1",1073.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Charles-Street-Great-Dublin-1/6173404/
"Charles Street Great, Dublin 1",1073.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-charles-street-great-dublin-1/3536845
"Silver Ensuite - Semester 1 Or Semester 2, Binary Hub, Bonham Street, Dublin 8",1080.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Silver-Ensuite---Semester-1-Or-Semester-2-Binary-Hub-Bonham-Street-Dublin-8/2027371/
"Binary Hub, Bonham Street, Dublin",1080.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Binary-Hub-Bonham-Street/2020331
"Gold Ensuite, Binary Hub, Bonham Street, Dublin 8",1080.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Gold-Ensuite-Binary-Hub-Bonham-Street-Dublin-8/2020331/
"Flat 2, 59 Rathgar Avenue, Rathgar, Dublin 6",1091.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-2-59-rathgar-avenue-rathgar-dublin-6/3508192
"Flat 2, 59 Rathgar Avenue, Rathgar, Rathgar, Dublin 6",1091.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-2-59-Rathgar-Avenue-Rathgar-Rathgar-Dublin-6/6051329/
"Flat 2, 59 Rathgar Avenue, Rathgar, Dublin",1091.0,1,furnished studio,https://www.let.ie/property-to-rent/Flat-2-59-Rathgar-Avenue-Rathgar/6051329
"Sherrard Street, Dublin 1",1100.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-sherrard-street-dublin-1/2905410
"Fassaugh Avenue, Cabra, Dublin 7",1100.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fassaugh-avenue-cabra-dublin-7/3532587
"Sherrard Street, Dublin 1",1100.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Sherrard-Street-Dublin-1/3744901/
"112 Seville Place, Dublin 1",1100.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/112-Seville-Place-Dublin-1/5930636/
"74 Grosvenor Road, Rathmines, Dublin 6",1100.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-74-grosvenor-road-rathmines-dublin-6/3538024
"Apartment 2, 1 Harold's Cross Road, Dublin",1100.0,1,furnished studio,https://www.let.ie/property-to-rent/Apartment-2-1-Harolds-Cross-Road/6200840
"4 Lad Ln
Dublin, D02 DW22, Dublin 2",1100.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-4-lad-ln-dublin-d02-dw22-dublin-2/3536584
"112 Seville Place, Dublin 1",1100.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-112-seville-place-dublin-1/3492569
"Bloomfield Avenue, Portobello, Dublin 8",1100.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bloomfield-Avenue-Portobello-Dublin-8/6072388/
"4 Lad Ln Dublin, D02 DW22, Dublin 2",1100.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/4-Lad-Ln-Dublin-D02-DW22-Dublin-2/6172107/
"74 Grosvenor Road, Dublin",1100.0,1,furnished studio,https://www.let.ie/property-to-rent/74-Grosvenor-Road/6179333
"Dublin 17, Clonshaugh, Dublin 17",1100.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Dublin-17-Clonshaugh-Dublin-17/6018606/
"Apartment 2, 1 Harold's Cross Road, Harold's Cross, Dublin 6",1100.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Apartment-2-1-Harolds-Cross-Road-Harolds-Cross-Dublin-6/6200840/
"Bloomfield avenue, Portobello, Dublin 8",1100.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-bloomfield-avenue-portobello-dublin-8/3513209
"Lealand Drive, Clondalkin, Dublin 22",1100.0,1,"1 bed, 1 bath, Studio",https://www.myhome.ie/rentals/brochure/lealand-drive-clondalkin-dublin-22/4528504
"Apartment 2, 1 Harold's Cross Road, Harold's Cross, Dublin 6",1100.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-apartment-2-1-harolds-cross-road-harolds-cross-dublin-6/3542355
"Fassaugh Avenue, Cabra, Dublin 7",1100.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Fassaugh-Avenue-Cabra-Dublin-7/6154013/
"Dublin 17, Clonshaugh",1100.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-dublin-17-clonshaugh/3501772
"74 Grosvenor Road, Rathmines, Dublin 6",1100.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/74-Grosvenor-Road-Rathmines-Dublin-6/6179333/
"Flat 2, 25 Richmond Hill, Dublin 2",1115.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-2-25-Richmond-Hill-Dublin-2/6175974/
"Flat 2, 25 Richmond Hill, Dublin 2",1115.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-2-25-richmond-hill-dublin-2/3537614
"Flat 2, 25 Richmond Hill, Dublin",1115.0,1,furnished studio,https://www.let.ie/property-to-rent/Flat-2-25-Richmond-Hill/6175974
"Mountain View Avenue, Dublin",1120.0,1,"1 bedroom (1 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/Mountain-View-Avenue/6089302
"Upper Buckingham Street, Dublin 1",1120.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-upper-buckingham-street-dublin-1/3472893
"Binary Hub, Bonham Street, Dublin",1120.0,1,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Binary-Hub-Bonham-Street/2020332
"Platinum Ensuite 41, 38, 37 Weeks, Binary Hub, Bonham Street, Dublin 8",1120.0,1,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Platinum-Ensuite-41-38-37-Weeks-Binary-Hub-Bonham-Street-Dublin-8/2020332/
"Mountain View Avenue, Harold's Cross, Dublin 6",1120.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-mountain-view-avenue-harolds-cross-dublin-6/3517220
"Upper Buckingham Street, Dublin 1",1120.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Upper-Buckingham-Street-Dublin-1/5741752/
"Mountain View Avenue, Harold's Cross, Dublin 6",1120.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mountain-View-Avenue-Harolds-Cross-Dublin-6/6089302/
"Upper Rathmines Road, Rathmines, Dublin 6",1126.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-upper-rathmines-road-rathmines-dublin-6/3530138
"Upper Rathmines Road, Rathmines, Dublin 6",1126.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Upper-Rathmines-Road-Rathmines-Dublin-6/6144815/
"Seapark, Malahide, Co. Dublin",1150.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-seapark-malahide-co-dublin/3536747
"Flat 3 No. 30 Nelson Street, Dublin 7",1150.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-3-no-30-nelson-street-dublin-7/3530509
"Foster Terrace, Ballybough, Dublin 3",1150.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-foster-terrace-ballybough-dublin-3/3159059
"Flat 3 No. 30 Nelson Street, Dublin 7",1150.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-3-No-30-Nelson-Street-Dublin-7/6145992/
"Navan Road, Dublin 7",1150.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-navan-road-dublin-7/3531574
"South Circular Road, Dublin 8",1150.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-south-circular-road-dublin-8/3521177
"Foster Terrace, Ballybough, Ballybough, Dublin 3",1150.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Foster-Terrace-Ballybough-Ballybough-Dublin-3/4201234/
"South Circular Road, Dublin",1150.0,1,"1 bedroom (1 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/South-Circular-Road/6108970
"Foster Terrace, Ballybough, Dublin",1150.0,1,furnished studio,https://www.let.ie/property-to-rent/Foster-Terrace-Ballybough/4201234
"Flat 6, 102 Lower Rathmines Road, Rathmines, Dunli, Rathmines, Dublin 6",1150.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-6-102-Lower-Rathmines-Road-Rathmines-Dunli-Rathmines-Dublin-6/6190396/
"Flat 3 No. 30 Nelson Street, Dublin",1150.0,1,furnished studio,https://www.let.ie/property-to-rent/Flat-3-No-30-Nelson-Street/6145992
"Seapark, Malahide, Co. Dublin",1150.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Seapark-Malahide-Co-Dublin/6172802/
"South Circular Road, Dublin 8",1150.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/South-Circular-Road-Dublin-8/6108970/
